CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
250061,CLÍNICA TERRES DE PONENT,"AV ENRIC PRAT DE LA RIBA, 79-81",973232943.0,973232943.0,973238540.0,251207,Lleida,25,LLEIDA,9,CATALUÑA,025004,123,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,Xhup,gerencia@clinicalleida.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV ENRIC PRAT DE LA RIBA, 79-81,Lleida,025004","Avenida Prat de la Riba 79, Lérida, Cataluña / Catalunya 25004, Spain","(41.6222011, 0.6264548, 0.0)",41.6222011,0.6264548,0.0
250077,CLÍNICA PSIQUIÀTRICA BELLAVISTA,"AV ROVIRA ROURE, 116",973231698.0,973231698.0,973233364.0,251207,Lleida,25,LLEIDA,9,CATALUÑA,025198,75,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,clinicabellavista@clinicabellavista.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV ROVIRA ROURE, 116,Lleida,025198","Avenida Alcalde Rovira Roure 116, Lérida, Cataluña / Catalunya 25196, Spain","(41.6269878, 0.6080446, 0.0)",41.6269878,0.6080446,0.0
250117,FUNDACIÓ SANT HOSPITAL.,"PS JOAN BRUDIEU, 8",973350050.0,973350050.0,973353505.0,252038,"Seu d'Urgell, La",25,LLEIDA,9,CATALUÑA,025700,88,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,Xhup,hospital@fsh.cat,1,0,0,0,0,0,0,0,0,0,1,0,0,"PS JOAN BRUDIEU, 8,Seu d'Urgell, La,025700","Paseo de Joan Brudieu 8, La Seu d'Urgell, Cataluña / Catalunya 25700, Spain","(42.3548666, 1.4606997, 0.0)",42.3548666,1.4606997,0.0
250138,"CENTRE SANITARI DEL SOLSONÈS, FPC","PL ANTONI GUITART,, 1",973481172.0,973481172.0,973481098.0,252075,Solsona,25,LLEIDA,9,CATALUÑA,025280,32,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,N,info@cssolsones.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL ANTONI GUITART,, 1,Solsona,025280","Solsona, Ilocos Region, Philippines","(18.094907760620117, 120.77063751220703, 0.0)",18.094907760620117,120.77063751220703,0.0
250143,HOSPITAL COMARCAL DEL PALLARS,"AV PAU CASALS, 5",973652255.0,973652255.0,973651487.0,252347,Tremp,25,LLEIDA,9,CATALUÑA,025620,63,1,GENERAL,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,Xhup,hcp@hospitalpallars.com,1,0,0,0,0,0,0,0,0,0,1,0,10,"AV PAU CASALS, 5,Tremp,025620","Calle de Pau Casals, Tremp, Cataluña / Catalunya 25620, Spain","(42.164641103477, 0.897013360986378, 0.0)",42.164641103477,0.897013360986378,0.0
250156,ESPITAU VAL D'ARAN,"CR ESPITAU,, 8",973640004.0,973640006.0,973640529.0,252430,Vielha e Mijaran,25,LLEIDA,9,CATALUÑA,025530,31,1,GENERAL,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,xavig@aransalut.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR ESPITAU,, 8,Vielha e Mijaran,025530","Vielha, Catalonia, Spain","(42.70165252685547, 0.7956380248069763, 0.0)",42.70165252685547,0.7956380248069763,0.0
250169,HESTIA BALAGUER.,"CR GREGORI GALLEGO, 22-28",973450304.0,973451130.0,973451321.0,250404,Balaguer,25,LLEIDA,9,CATALUÑA,025600,120,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,hospitaljaumeurgell@jaumeurgell.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR GREGORI GALLEGO, 22-28,Balaguer,025600","Calle Gregori Gallego, Balaguer, Cataluña / Catalunya 25600, Spain","(41.789234368053, 0.816285371392378, 0.0)",41.789234368053,0.816285371392378,0.0
250175,RESIDÈNCIA TERRAFERMA,"CR PARTIDA DEL GRAÓ, S/N",973737455.0,973737455.0,973737001.0,250236,Alpicat,25,LLEIDA,9,CATALUÑA,025110,137,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR PARTIDA DEL GRAÓ, S/N,Alpicat,025110","Alpicat, Catalonia, Spain","(41.6671142578125, 0.5552970170974731, 0.0)",41.6671142578125,0.5552970170974731,0.0
250181,"CASTELL D'OLIANA RESIDENCIAL,S.L","CT DE LLEIDA A PUIGCERDÀ, .89",973463030.0,973463030.0,973463131.0,251497,Oliana,25,LLEIDA,9,CATALUÑA,025790,20,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,ccoello@caseresidencial.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT DE LLEIDA A PUIGCERDÀ, .89,Oliana,025790","Carretera de Lleida a Puigcerdà, Oliana, Cataluña / Catalunya 25790, Spain","(42.0838468941543, 1.30364306429087, 0.0)",42.0838468941543,1.30364306429087,0.0
250209,HOSPITAL JAUME NADAL MEROLES,"CR ACADÈMIA, 41",973289333.0,973289333.0,,251207,Lleida,25,LLEIDA,9,CATALUÑA,025002,126,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion.jnadal@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR ACADÈMIA, 41,Lleida,025002","Lleida, Catalonia, Spain","(41.614166259765625, 0.6258029937744141, 0.0)",41.614166259765625,0.6258029937744141,0.0
250210,SANT JOAN DE DÉU TERRES DE LLEIDA,"CT N-240, .111",973740010.0,973740504.0,973741193.0,250194,Almacelles,25,LLEIDA,9,CATALUÑA,025100,29,6,PSIQUIÁTRICO,13,OTRO PRIVADO BENÉFICO,21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,almacelles@sjd-lleida.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT N-240, .111,Almacelles,025100","N-240 111, Lérida, Cataluña / Catalunya 25199, Spain","(41.626802, 0.6078432, 0.0)",41.626802,0.6078432,0.0
250221,REEIXIR,"CR AFORES, S/N",973269543.0,973269543.0,,251193,Juneda,25,LLEIDA,9,CATALUÑA,025430,44,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,apedra@comll.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR AFORES, S/N,Juneda,025430","Juneda, Catalonia, Spain","(41.5481071472168, 0.825410008430481, 0.0)",41.5481071472168,0.825410008430481,0.0
250232,HOSPITAL SANT JOAN DE DÉU LLEIDA,"AV CANADENCA, 28",973740010.0,973740010.0,,251207,Lleida,25,LLEIDA,9,CATALUÑA,025001,130,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,almacelles@sjd-lleida.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV CANADENCA, 28,Lleida,025001","Canal la Canadiense 28, Lérida, Cataluña / Catalunya 25197, Spain","(41.60030313572703, 0.6354294594369034, 0.0)",41.60030313572703,0.6354294594369034,0.0
260012,COMPLEJO HOSPITALARIO SAN MILLAN SAN PEDRO DE LA RIOJA,C/ PIQUERAS 98,941298000.0,,941298660.0,260892,Logroño,26,LA RIOJA,17,LA RIOJA,026006,590,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,S,N,,N,N,S,,N,gerencia_srs@riojasalud.es,3,2,2,1,2,1,0,2,2,1,3,1,21,"C/ PIQUERAS 98,Logroño,026006","Logroño, Autonomía de La Rioja, Spain","(42.46567916870117, -2.4499828815460205, 0.0)",42.46567916870117,-2.4499828815460205,0.0
260027,HOSPITAL SAN PEDRO,"CTRA. DE PIQUERAS, 98",941298000.0,,941297550.0,260892,Logroño,26,LA RIOJA,17,LA RIOJA,026006,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,N,S,260012.0,N,N,S,,N,gerencia_srs@riojasalud.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE PIQUERAS, 98,Logroño,026006","Carretera de Piqueras, Ribafrecha, La Rioja 26130, Spain","(42.3555711693095, -2.39168450815573, 0.0)",42.3555711693095,-2.39168450815573,0.0
260048,HOSPITAL GENERAL DE LA RIOJA,"AV. DE VIANA, S/N",941298000.0,,941297386.0,260892,Logroño,26,LA RIOJA,17,LA RIOJA,026001,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,N,S,260012.0,N,N,S,,N,gerencia_srs@riojasalud.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. DE VIANA, S/N,Logroño,026001","026001 Viana Ave, Lomita, CA 90717, United States","(33.786982549988196, -118.32412810353095, 0.0)",33.786982549988196,-118.32412810353095,0.0
260051,"POLICLÍNICO RIOJANO NUESTRA SEÑORA DE VALVANERA, S.A.",CALLE RAMÓN Y CAJAL S/N,941211900.0,,941211231.0,260892,Logroño,26,LA RIOJA,17,LA RIOJA,026006,87,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jl@viamedlosmanzanos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CALLE RAMÓN Y CAJAL S/N,Logroño,026006","Calle de Ramón y Cajal, Cintruénigo, Comunidad Foral de Navarra 31592, Spain","(42.0795798502709, -1.80638640028324, 0.0)",42.0795798502709,-1.80638640028324,0.0
260099,FUNDACIÓN HOSPITAL CALAHORRA,"CTRA. LOGROÑO, S/N",941151003.0,,941151103.0,260368,Calahorra,26,LA RIOJA,17,LA RIOJA,026500,80,1,GENERAL,1,SEGURIDAD SOCIAL,28,SERVICIO RIOJANO DE SALUD,N,N,N,,N,N,N,,S,gerencia.fhc@riojasalud.es,1,1,0,0,0,0,0,0,0,0,1,1,16,"CTRA. LOGROÑO, S/N,Calahorra,026500","Logroño, Autonomía de La Rioja, Spain","(42.46567916870117, -2.4499828815460205, 0.0)",42.46567916870117,-2.4499828815460205,0.0
260109,CLÍNICA LOS MANZANOS,HERMANOS MARISTAS S/N,941499490.0,,941499491.0,260841,Lardero,26,LA RIOJA,17,LA RIOJA,026140,52,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,jl@viamedlosmanzanos.com,1,1,0,1,0,0,0,0,0,0,0,1,0,"HERMANOS MARISTAS S/N,Lardero,026140","Calle Hermanos Maristas, Lardero, La Rioja 26140, Spain","(42.4225849509388, -2.45734719935392, 0.0)",42.4225849509388,-2.45734719935392,0.0
260110,CENTRO ASISTENCIAL DE ALBELDA DE IREGUA,CRTA. SORIA KM. 8,941279220.0,,941279209.0,260051,Albelda de Iregua,26,LA RIOJA,17,LA RIOJA,026120,140,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CRTA. SORIA KM. 8,Albelda de Iregua,026120","Carretera de Albelda de Iregua 8, Albelda de Iregua, La Rioja 26120, Spain","(42.363836592653, -2.4798285240270763, 0.0)",42.363836592653,-2.4798285240270763,0.0
260121,CENTRO SOCIOSANITARIO DE CONVALECENCIA LOS JAZMINES,"SEVERO OCHOA, 5",941303650.0,,941304485.0,260717,Haro,26,LA RIOJA,17,LA RIOJA,026200,26,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,vfe@viamedlosjazmines.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"SEVERO OCHOA, 5,Haro,026200","Calle de Severo Ochoa 5, Mota del Cuervo, Castilla-La Mancha 16630, Spain","(39.4955485, -2.874992, 0.0)",39.4955485,-2.874992,0.0
260132,CENTRO  SOCIOSANITARIO  DE CONVALECENCIA NUESTRA SEÑORA VIRGEN DEL CARMEN,SANTIAGO RAMÓN Y CAJAL S/N,941010000.0,,941010001.0,260368,Calahorra,26,LA RIOJA,17,LA RIOJA,026500,75,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,jl@viamedlosmanzanos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"SANTIAGO RAMÓN Y CAJAL S/N,Calahorra,026500","Calle de Ramón y Cajal, Milagro, Comunidad Foral de Navarra 31320, Spain","(42.2398954150008, -1.76442583213557, 0.0)",42.2398954150008,-1.76442583213557,0.0
270018,COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO,"ULISES ROMERO, 1",982296000.0,,982295611.0,270288,Lugo,27,LUGO,12,GALICIA,027003,848,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,S,,N,,3,2,1,1,1,0,0,2,1,0,2,1,42,"ULISES ROMERO, 1,Lugo,027003","Calle Doctor Ulises Romero, Lugo, Galicia / Galiza 27191, Spain","(43.0199512083889, -7.53228278852094, 0.0)",43.0199512083889,-7.53228278852094,0.0
270039,HOSPITAL DE CALDE (PSIQUIATRICO),"RUA CALDE, S/N",982296000.0,,982295544.0,270288,Lugo,27,LUGO,12,GALICIA,027210,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,270018.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"RUA CALDE, S/N,Lugo,027210","Lugo, Galicia, Spain","(43.0120964050293, -7.555830955505371, 0.0)",43.0120964050293,-7.555830955505371,0.0
270057,HOSPITAL POLUSA,"DOUTOR IGLESIAS OTERO, S/N",982222854.0,,982267147.0,270288,Lugo,27,LUGO,12,GALICIA,027004,97,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,POLUSA@POLUSA.ES,1,1,0,0,0,0,0,0,0,0,1,0,0,"DOUTOR IGLESIAS OTERO, S/N,Lugo,027004","Calle del Doctor Iglesias Otero, Lugo, Galicia / Galiza 27294, Spain","(42.9969644500351, -7.56742389996135, 0.0)",42.9969644500351,-7.56742389996135,0.0
270076,SANATORIO NOSA SEÑORA DOS OLLOS GRANDES,"MONTEVIDEO, 23",982284040.0,,982252047.0,270288,Lugo,27,LUGO,12,GALICIA,027001,69,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ADMINISTRACION@NSOG.ES,1,2,0,0,0,0,0,0,0,0,1,0,0,"MONTEVIDEO, 23,Lugo,027001","Calle Lugo, Montevideo 13000, Uruguay","(-34.86963, -56.10415, 0.0)",-34.86963,-56.10415,0.0
270095,HOSPITAL PUBLICO DA MARIÑA (*),"MEDICO VIOR, S/N",982589901.0,,982589908.0,279024,Burela,27,LUGO,12,GALICIA,027880,139,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,20,"MEDICO VIOR, S/N,Burela,027880","Burela de Cabo, Galicia, Spain","(43.65594482421875, -7.363513946533203, 0.0)",43.65594482421875,-7.363513946533203,0.0
270109,HOSPITAL DE MONFORTE (*),"CORREDOIRA, S/N",982417900.0,,982404006.0,270312,Monforte de Lemos,27,LUGO,12,GALICIA,027400,140,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,20,"CORREDOIRA, S/N,Monforte de Lemos,027400","Calle de Corredoira, Monforte de Lemos, Galicia / Galiza 27400, Spain","(42.5250440000404, -7.5153145502464, 0.0)",42.5250440000404,-7.5153145502464,0.0
270122,HOSPITAL UNIVERSITARIO LUCUS AUGUSTI,"ULISES ROMERO, 1",982296000.0,,,270288,Lugo,27,LUGO,12,GALICIA,027003,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,270018.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"ULISES ROMERO, 1,Lugo,027003","Calle Doctor Ulises Romero, Lugo, Galicia / Galiza 27191, Spain","(43.0199512083889, -7.53228278852094, 0.0)",43.0199512083889,-7.53228278852094,0.0
280014,HOSPITAL UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000.0,,913584699.0,280796,Madrid,28,MADRID,13,MADRID,028046,0,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168.0,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pº DE LA CASTELLANA, 261,Madrid,028046","Paseo de la Castellana 261, Madrid, Comunidad de Madrid 28046, Spain","(40.4802314, -3.6863681, 0.0)",40.4802314,-3.6863681,0.0
280029,HOSPITAL RAMÓN Y CAJAL,"CTRA. DE COLMENAR VIEJO, KM. 9,1",913368000.0,,913580614.0,280796,Madrid,28,MADRID,13,MADRID,028034,901,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hrc@salud.madrid.org,4,3,4,3,2,1,0,2,0,1,3,2,28,"CTRA. DE COLMENAR VIEJO, KM. 9,1,Madrid,028034","Carretera de Colmenar Viejo 9, Guadalix de la Sierra, Comunidad de Madrid 28794, Spain","(40.7819844, -3.6912194, 0.0)",40.7819844,-3.6912194,0.0
280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,"AV. DE CÓRDOBA, S/N",913908373.0,,913908582.0,280796,Madrid,28,MADRID,13,MADRID,028041,1196,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hdoc@salud.madrid.org,6,5,2,3,2,1,0,3,3,1,3,2,43,"AV. DE CÓRDOBA, S/N,Madrid,028041","N Cordoba Ave, Casa de Oro, CA 91977, United States","(32.7490210000001, -116.980273950011, 0.0)",32.7490210000001,-116.980273950011,0.0
280072,HOSPITAL CLÍNICO SAN CARLOS,"PROF. MARTÍN LAGOS, S/N",913303000.0,,913303257.0,280796,Madrid,28,MADRID,13,MADRID,028040,861,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hcsc@salud.madrid.org,3,3,3,3,3,0,0,2,2,1,4,2,15,"PROF. MARTÍN LAGOS, S/N,Madrid,028040","Calle del Profesor Martín Lagos, Madrid, Comunidad de Madrid 28040, Spain","(40.4397712971431, -3.71911366313732, 0.0)",40.4397712971431,-3.71911366313732,0.0
280091,HOSPITAL VIRGEN DE LA TORRE,"PUERTO LUMBRERAS, 5",911918883.0,,911919895.0,280796,Madrid,28,MADRID,13,MADRID,028031,0,14,OTROS MONOGRÁFICOS,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281405.0,N,N,S,,N,gerencia.hvll@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"PUERTO LUMBRERAS, 5,Madrid,028031","Calle del Puerto de Lumbreras 5, Madrid, Comunidad de Madrid 28031, Spain","(40.3810809, -3.6190587, 0.0)",40.3810809,-3.6190587,0.0
280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,"MAESTRO VIVES, 2",915574300.0,,915574400.0,280796,Madrid,28,MADRID,13,MADRID,028009,156,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,S,,N,gencia.hscr@salud.madrid.org,1,0,0,0,0,0,0,0,0,0,1,1,0,"MAESTRO VIVES, 2,Madrid,028009","Calle del Maestro Vives 2, Madrid, Comunidad de Madrid 28009, Spain","(40.4217412, -3.6713165, 0.0)",40.4217412,-3.6713165,0.0
280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,"DIEGO DE LEÓN, 62",915202200.0,915202501.0,914021169.0,280796,Madrid,28,MADRID,13,MADRID,028006,524,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hlpr@salud.madrid.org,3,2,0,2,2,0,0,2,1,0,1,1,24,"DIEGO DE LEÓN, 62,Madrid,028006","Calle de Diego de León 62, Madrid, Comunidad de Madrid 28006, Spain","(40.434362, -3.6756953, 0.0)",40.434362,-3.6756953,0.0
280133,HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS,"AV. MENÉNDEZ PELAYO, 65",915035900.0,,915733546.0,280796,Madrid,28,MADRID,13,MADRID,028009,170,4,INFANTIL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hnjs@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,0,0,0,"AV. MENÉNDEZ PELAYO, 65,Madrid,028009","Avenida de Menéndez Pelayo 65, Madrid, Comunidad de Madrid 28009, Spain","(40.4138896, -3.6768591, 0.0)",40.4138896,-3.6768591,0.0
280148,HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSÉ Y SANTA ADELA,"AV. DE LA REINA VICTORIA, 22-24",914538300.0,,915330515.0,280796,Madrid,28,MADRID,13,MADRID,028003,154,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hccruzr@salud.madrid.org,1,0,1,0,0,0,0,0,0,0,1,0,0,"AV. DE LA REINA VICTORIA, 22-24,Madrid,028003","Avenida de la Reina Victoria 22, Madrid, Comunidad de Madrid 28003, Spain","(40.4472853, -3.7073238, 0.0)",40.4472853,-3.7073238,0.0
280164,HOSPITAL CARLOS III,"SINESIO DELGADO, 8-10",917277000.0,,913584699.0,280796,Madrid,28,MADRID,13,MADRID,028029,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168.0,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"SINESIO DELGADO, 8-10,Madrid,028029","Calle de Sinesio Delgado 8, Madrid, Comunidad de Madrid 28029, Spain","(40.4749537, -3.6938473, 0.0)",40.4749537,-3.6938473,0.0
280210,HOSPITAL CANTOBLANCO,"CTRA. DE COLMENAR VIEJO, KM. 14,5",917277000.0,,913584699.0,280796,Madrid,28,MADRID,13,MADRID,028049,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281168.0,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE COLMENAR VIEJO, KM. 14,5,Madrid,028049","Carretera de Colmenar Viejo 5, Madrid, Comunidad de Madrid 28049, Spain","(40.5545434, -3.7103159, 0.0)",40.5545434,-3.7103159,0.0
280225,COMPLEJO HOSPITALARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000.0,915868017.0,915868018.0,280796,Madrid,28,MADRID,13,MADRID,028007,1349,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gerencia.hgugm@salud.madrid.org,5,4,1,4,3,1,0,3,2,1,2,1,28,"DR ESQUERDO, 46,Madrid,028007","Calle Doctor Esquerdo 46, Madrid, Comunidad de Madrid 28009, Spain","(40.4189868, -3.6699309, 0.0)",40.4189868,-3.6699309,0.0
280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000.0,915868017.0,915868018.0,280796,Madrid,28,MADRID,13,MADRID,028007,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"DR ESQUERDO, 46,Madrid,028007","Calle Doctor Esquerdo 46, Madrid, Comunidad de Madrid 28009, Spain","(40.4189868, -3.6699309, 0.0)",40.4189868,-3.6699309,0.0
280259,INSTITUTO PROVINCIAL DE REHABILITACIÓN,"FRANCISCO SILVELA, 40",915868967.0,,915868996.0,280796,Madrid,28,MADRID,13,MADRID,028028,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRANCISCO SILVELA, 40,Madrid,028028","Calle de Francisco Silvela 40, Madrid, Comunidad de Madrid 28028, Spain","(40.4331325, -3.6727051, 0.0)",40.4331325,-3.6727051,0.0
280262,HOSPITAL DR. R. LAFORA,"CTRA. DE COLMENAR VIEJO, KM. 13,8",915867500.0,,915867391.0,280796,Madrid,28,MADRID,13,MADRID,028049,334,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hlafora@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE COLMENAR VIEJO, KM. 13,8,Madrid,028049","Carretera de Colmenar Viejo 13, Madrid, Comunidad de Madrid 28049, Spain","(40.554463, -3.7097443, 0.0)",40.554463,-3.7097443,0.0
280323,SANATORIO NUESTRA SEÑORA DEL ROSARIO,"PRÍNCIPE DE VERGARA, 53",914359100.0,,915761800.0,280796,Madrid,28,MADRID,13,MADRID,028006,176,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,secretaria@hospitalrosario.com,1,3,0,1,0,0,0,0,0,0,2,1,0,"PRÍNCIPE DE VERGARA, 53,Madrid,028006","Calle del Príncipe de Vergara 53, Madrid, Comunidad de Madrid 28006, Spain","(40.43205, -3.6799215, 0.0)",40.43205,-3.6799215,0.0
